"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"P36170" "OTHER" "1" "FLO10" "S. cerevisiae" "FLOcculation" "3510" "YKR102W" "S000001810" "ORF"
"Q12090" "OTHER" "1" "REX3" "S. cerevisiae" "Rna EXonuclease" "1215" "YLR107W" "S000004097" "ORF"
"P02294" "OTHER" "1" "HTB2" "S. cerevisiae" "Histone h Two B" "396" "YBL002W" "S000000098" "ORF"
"P33399" "OTHER" "1" "LHP1" "S. cerevisiae" "La-Homologous Protein" "828" "YDL051W" "S000002209" "ORF"
"P39702" "OTHER" "1" "VPS8" "S. cerevisiae" "Vacuolar Protein Sorting" "3825" "YAL002W" "S000000002" "ORF"
"P18411" "OTHER" "1" "FUN14" "S. cerevisiae" "Function Unknown Now" "597" "YAL008W" "S000000006" "ORF"
"P40960" "OTHER" "1" "PAC11" "S. cerevisiae" "Perish in the Absence of CIN8" "1602" "YDR488C" "S000002896" "ORF"
"P53104" "OTHER" "1" "ATG1" "S. cerevisiae" "AuTophaGy related" "2694" "YGL180W" "S000003148" "ORF"
"Q03798" "OTHER" "1" "AIM36" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "768" "YMR157C" "S000004766" "ORF"
"P32489" "OTHER" "1" "MEI5" "S. cerevisiae" "MEIosis" "669" "YPL121C" "S000006042" "ORF"
"Q06245" "OTHER" "1" "SEC10" "S. cerevisiae" "SECretory" "2616" "YLR166C" "S000004156" "ORF"
"P26343" "OTHER" "1" "DAL80" "S. cerevisiae" "Degradation of Allantoin" "810" "YKR034W" "S000001742" "ORF"
"P46677" "OTHER" "1" "TAF1" "S. cerevisiae" "TATA binding protein-Associated Factor" "3201" "YGR274C" "S000003506" "ORF"
"Q05958" "OTHER" "1" "ECM22" "S. cerevisiae" "ExtraCellular Mutant" "2445" "YLR228C" "S000004218" "ORF"
"P53187" "OTHER" "1" "HOP2" "S. cerevisiae" "HOmologous Pairing" "777" "YGL033W" "S000003001" "ORF"
"P53256" "OTHER" "1" "RRP46" "S. cerevisiae" "Ribosomal RNA Processing" "672" "YGR095C" "S000003327" "ORF"
"Q12125" "OTHER" "1" "GET4" "S. cerevisiae" "Guided Entry Tail-anchored proteins" "939" "YOR164C" "S000005690" "ORF"
"Q12229" "OTHER" "1" "UBX3" "S. cerevisiae" "UBiquitin regulatory X" "1368" "YDL091C" "S000002249" "ORF"
"P05085" "OTHER" "1" "ARG81" "S. cerevisiae" "ARGinine requiring" "2643" "YML099C" "S000004565" "ORF"
"P53742" "OTHER" "1" "NOG2" "S. cerevisiae" "NucleOlar G-protein" "1993" "YNR053C" "S000005336" "ORF"
"Q07951" "OTHER" "1" "IRC25" "S. cerevisiae" "Increased Recombination Centers" "540" "YLR021W" "S000004011" "ORF"
"P53583" "OTHER" "1" "MPA43" "S. cerevisiae" "Multicopy PDC1 Activator" "1629" "YNL249C" "S000005193" "ORF"
"P39682" "OTHER" "1" "PRP39" "S. cerevisiae" "Pre-mRNA Processing" "1890" "YML046W" "S000004509" "ORF"
"P18410" "OTHER" "1" "SPO7" "S. cerevisiae" "SPOrulation" "780" "YAL009W" "S000000007" "ORF"
"Q08496" "OTHER" "1" "DIA2" "S. cerevisiae" "Digs Into Agar" "2199" "YOR080W" "S000005606" "ORF"
"P39705" "OTHER" "1" "NUP60" "S. cerevisiae" "NUclear Pore" "1620" "YAR002W" "S000000063" "ORF"
"P53101" "OTHER" "1" "STR3" "S. cerevisiae" "Sulfur TRansfer" "1398" "YGL184C" "S000003152" "ORF"
"P53584" "OTHER" "1" "YTP1" "S. cerevisiae" "Yeast putative Transmembrane Protein" "1380" "YNL237W" "S000005181" "ORF"
"Q03786" "OTHER" "1" "" "S. cerevisiae" "" "582" "YDR248C" "S000002656" "ORF"
"P53885" "OTHER" "1" "MDG1" "S. cerevisiae" "Multicopy suppressor of Defective G-protein" "1101" "YNL173C" "S000005117" "ORF"
"P38146" "OTHER" "1" "YPT10" "S. cerevisiae" "Yeast Protein Two" "600" "YBR264C" "S000000468" "ORF"
"P23968" "OTHER" "1" "VMA16" "S. cerevisiae" "Vacuolar Membrane Atpase" "642" "YHR026W" "S000001068" "ORF"
"P08525" "OTHER" "1" "QCR8" "S. cerevisiae" "ubiQuinol-cytochrome C oxidoReductase" "285" "YJL166W" "S000003702" "ORF"
"Q03433" "OTHER" "1" "VPS71" "S. cerevisiae" "Vacuolar Protein Sorting" "843" "YML041C" "S000004505" "ORF"
"P29478" "OTHER" "1" "SEC65" "S. cerevisiae" "SECretory" "822" "YML105C" "S000004573" "ORF"
"P32849" "OTHER" "1" "RAD5" "S. cerevisiae" "RADiation sensitive" "3510" "YLR032W" "S000004022" "ORF"
"P53740" "OTHER" "1" "" "S. cerevisiae" "" "1182" "YNR048W" "S000005331" "ORF"
"P41910" "OTHER" "1" "MAF1" "S. cerevisiae" "" "1268" "YDR005C" "S000002412" "ORF"
"Q06179" "OTHER" "1" "FMP27" "S. cerevisiae" "Found in Mitochondrial Proteome" "7887" "YLR454W" "S000004446" "ORF"
"P17121" "OTHER" "1" "SAC7" "S. cerevisiae" "Suppressor of ACtin" "1965" "YDR389W" "S000002797" "ORF"
"P27929" "OTHER" "1" "NAM9" "S. cerevisiae" "Nuclear Accommodation of Mitochondria" "1461" "YNL137C" "S000005081" "ORF"
"P39904" "OTHER" "1" "VPS52" "S. cerevisiae" "Vacuolar Protein Sorting" "1926" "YDR484W" "S000002892" "ORF"
"P26370" "OTHER" "1" "UGA3" "S. cerevisiae" "Utilization of GAba" "1587" "YDL170W" "S000002329" "ORF"
"P53254" "OTHER" "1" "UTP22" "S. cerevisiae" "U Three Protein" "3714" "YGR090W" "S000003322" "ORF"
"P41808" "OTHER" "1" "SMK1" "S. cerevisiae" "" "1167" "YPR054W" "S000006258" "ORF"
"Q12275" "OTHER" "1" "CMR2" "S. cerevisiae" "Changed Mutation Rate" "4947" "YOR093C" "S000005619" "ORF"
"P36026" "OTHER" "1" "UBP11" "S. cerevisiae" "UBiquitin-specific Protease" "2154" "YKR098C" "S000001806" "ORF"
"Q07950" "OTHER" "1" "YEH2" "S. cerevisiae" "Yeast steryl Ester Hydrolase" "1617" "YLR020C" "S000004010" "ORF"
"P53102" "OTHER" "1" "MND1" "S. cerevisiae" "Meiotic Nuclear Divisions" "743" "YGL183C" "S000003151" "ORF"
"P53886" "OTHER" "1" "APC1" "S. cerevisiae" "Anaphase Promoting Complex subunit" "5247" "YNL172W" "S000005116" "ORF"
"P39704" "OTHER" "1" "ERP2" "S. cerevisiae" "Emp24p/Erv25p Related Protein" "648" "YAL007C" "S000000005" "ORF"
"P53965" "OTHER" "1" "SIW14" "S. cerevisiae" "Synthetic Interaction with Whi2" "846" "YNL032W" "S000004977" "ORF"
"Q03785" "OTHER" "1" "VHS1" "S. cerevisiae" "Viable in a Hal3 Sit4 background" "1386" "YDR247W" "S000002655" "ORF"
"P53336" "OTHER" "1" "" "S. cerevisiae" "" "1026" "YGR283C" "S000003515" "ORF"
"P34250" "OTHER" "1" "SEG2" "S. cerevisiae" "Stability of Eisosomes Guaranteed" "3399" "YKL105C" "S000001588" "ORF"
"P38063" "OTHER" "1" "PRS4" "S. cerevisiae" "PhosphoRibosylpyrophosphate Synthetase" "981" "YBL068W" "S000000164" "ORF"
"Q3E756" "OTHER" "1" "" "S. cerevisiae" "" "285" "YBL029C-A" "S000007591" "ORF"
"Q06244" "OTHER" "1" "PUS5" "S. cerevisiae" "PseudoUridine Synthase" "765" "YLR165C" "S000004155" "ORF"
"P19735" "OTHER" "1" "PRP6" "S. cerevisiae" "Pre-mRNA Processing" "2700" "YBR055C" "S000000259" "ORF"
"P35210" "OTHER" "1" "SPT23" "S. cerevisiae" "SuPpressor of Ty" "3249" "YKL020C" "S000001503" "ORF"
"P32891" "OTHER" "1" "DLD1" "S. cerevisiae" "D-Lactate Dehydrogenase" "1764" "YDL174C" "S000002333" "ORF"
"P08524" "OTHER" "1" "ERG20" "S. cerevisiae" "ERGosterol biosynthesis" "1059" "YJL167W" "S000003703" "ORF"
"P34162" "OTHER" "1" "SRB2" "S. cerevisiae" "Suppressor of RNA polymerase B" "734" "YHR041C" "S000001083" "ORF"
"P33749" "OTHER" "1" "MSN4" "S. cerevisiae" "Multicopy suppressor of SNF1 mutation" "1893" "YKL062W" "S000001545" "ORF"
"P53252" "OTHER" "1" "PIL1" "S. cerevisiae" "Phosphorylation Inhibited by Long chain bases" "1020" "YGR086C" "S000003318" "ORF"
"P53883" "OTHER" "1" "NOP13" "S. cerevisiae" "NucleOlar Protein" "1212" "YNL175C" "S000005119" "ORF"
"Q12300" "OTHER" "1" "RGT2" "S. cerevisiae" "Restores Glucose Transport" "2292" "YDL138W" "S000002297" "ORF"
"P32469" "OTHER" "1" "DPH5" "S. cerevisiae" "DiPHthamide" "903" "YLR172C" "S000004162" "ORF"
"P53962" "OTHER" "1" "" "S. cerevisiae" "" "1170" "YNL035C" "S000004980" "ORF"
"P87284" "OTHER" "1" "PMP3" "S. cerevisiae" "Plasma Membrane Proteolipid" "168" "YDR276C" "S000002684" "ORF"
"Q08271" "OTHER" "1" "GAS4" "S. cerevisiae" "Glycophospholipid-Anchored Surface protein" "1416" "YOL132W" "S000005492" "ORF"
"Q3E772" "OTHER" "1" "LSO2" "S. cerevisiae" "Late-annotated Small Open reading frame" "279" "YGR169C-A" "S000028521" "ORF"
"P35184" "OTHER" "1" "SQT1" "S. cerevisiae" "Suppressor of QSR1 Truncations" "1296" "YIR012W" "S000001451" "ORF"
"P50112" "OTHER" "1" "KNH1" "S. cerevisiae" "Kre9(Nine) Homolog" "807" "YDL049C" "S000002207" "ORF"
"Q12674" "OTHER" "1" "DNF3" "S. cerevisiae" "Drs2 Neo1 Family" "4971" "YMR162C" "S000004772" "ORF"
"P27801" "OTHER" "1" "PEP3" "S. cerevisiae" "carboxyPEPtidase Y-deficient" "2757" "YLR148W" "S000004138" "ORF"
"P53334" "OTHER" "1" "SCW4" "S. cerevisiae" "Soluble Cell Wall protein" "1161" "YGR279C" "S000003511" "ORF"
"Q03661" "OTHER" "1" "ESC1" "S. cerevisiae" "Establishes Silent Chromatin" "4977" "YMR219W" "S000004832" "ORF"
"Q07549" "OTHER" "1" "SNA4" "S. cerevisiae" "Sensitivity to NA+" "423" "YDL123W" "S000002281" "ORF"
"Q08204" "OTHER" "1" "SMC5" "S. cerevisiae" "Structural Maintenance of Chromosomes" "3282" "YOL034W" "S000005394" "ORF"
"P32465" "OTHER" "1" "HXT1" "S. cerevisiae" "HeXose Transporter" "1713" "YHR094C" "S000001136" "ORF"
"P20051" "OTHER" "1" "URA4" "S. cerevisiae" "URAcil requiring" "1095" "YLR420W" "S000004412" "ORF"
"P00163" "OTHER" "1" "COB" "S. cerevisiae" "CytochrOme B" "7108" "Q0105" "S000007270" "ORF"
"P40528" "OTHER" "1" "SYG1" "S. cerevisiae" "Suppressor of Yeast Gpa1" "2709" "YIL047C" "S000001309" "ORF"
"P32338" "OTHER" "1" "RME1" "S. cerevisiae" "Regulator of MEiosis" "903" "YGR044C" "S000003276" "ORF"
"P39706" "OTHER" "1" "SWD1" "S. cerevisiae" "Set1c, WD40 repeat protein" "1281" "YAR003W" "S000000064" "ORF"
"Q06679" "OTHER" "1" "UTP4" "S. cerevisiae" "U Three Protein" "2331" "YDR324C" "S000002732" "ORF"
"Q12480" "OTHER" "1" "AIM45" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "1035" "YPR004C" "S000006208" "ORF"
"Q12098" "OTHER" "1" "SLX4" "S. cerevisiae" "Synthetic Lethal of unknown (X) function" "2247" "YLR135W" "S000004125" "ORF"
"P32599" "OTHER" "1" "SAC6" "S. cerevisiae" "Suppressor of ACtin" "2040" "YDR129C" "S000002536" "ORF"
"P29055" "OTHER" "1" "SUA7" "S. cerevisiae" "Suppressor of Upstream AUG" "1038" "YPR086W" "S000006290" "ORF"
"P39708" "OTHER" "1" "GDH3" "S. cerevisiae" "Glutamate DeHydrogenase" "1374" "YAL062W" "S000000058" "ORF"
"P53100" "OTHER" "1" "" "S. cerevisiae" "" "1140" "YGL185C" "S000003153" "ORF"
"P54783" "OTHER" "1" "ALO1" "S. cerevisiae" "D-Arabinono-1,4-Lactone Oxidase" "1581" "YML086C" "S000004551" "ORF"
"Q06678" "OTHER" "1" "MRPL35" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "1104" "YDR322W" "S000002730" "ORF"
"P39008" "OTHER" "1" "POP2" "S. cerevisiae" "PGK promoter directed OverProduction" "1302" "YNR052C" "S000005335" "ORF"
"Q03944" "OTHER" "1" "VPS64" "S. cerevisiae" "Vacuolar Protein Sorting" "1815" "YDR200C" "S000002608" "ORF"
"P87275" "OTHER" "1" "AIM11" "S. cerevisiae" "Altered Inheritance rate of Mitochondria" "489" "YER093C-A" "S000002960" "ORF"
"Q03516" "OTHER" "1" "RSN1" "S. cerevisiae" "Rescue of Sro7 at high Nacl" "2862" "YMR266W" "S000004879" "ORF"
"Q08562" "OTHER" "1" "ULS1" "S. cerevisiae" "Ubiquitin Ligase for SUMO conjugates" "4860" "YOR191W" "S000005717" "ORF"
"P54784" "OTHER" "1" "ORC1" "S. cerevisiae" "Origin Recognition Complex" "2745" "YML065W" "S000004530" "ORF"
"Q12050" "OTHER" "1" "ELG1" "S. cerevisiae" "Enhanced Level of Genomic instability" "2376" "YOR144C" "S000005670" "ORF"
"P32490" "OTHER" "1" "MKK1" "S. cerevisiae" "Mitogen-activated protein Kinase-Kinase" "1527" "YOR231W" "S000005757" "ORF"
"P07284" "OTHER" "1" "SES1" "S. cerevisiae" "SEryl-tRNA Synthetase" "1389" "YDR023W" "S000002430" "ORF"
"P53253" "OTHER" "1" "NNF2" "S. cerevisiae" "" "2811" "YGR089W" "S000003321" "ORF"
"P39707" "OTHER" "1" "SEN34" "S. cerevisiae" "Splicing ENdonuclease" "828" "YAR008W" "S000000066" "ORF"
"P53335" "OTHER" "1" "PXR1" "S. cerevisiae" "PinX1-Related gene" "816" "YGR280C" "S000003512" "ORF"
"Q03660" "OTHER" "1" "TRS130" "S. cerevisiae" "TRapp Subunit" "3309" "YMR218C" "S000004831" "ORF"
"Q06321" "OTHER" "1" "ATG26" "S. cerevisiae" "AuTophaGy related" "3597" "YLR189C" "S000004179" "ORF"
"Q02256" "OTHER" "1" "YVH1" "S. cerevisiae" "Yeast vaccinia virus VH1 Homolog" "1095" "YIR026C" "S000001465" "ORF"
"P12611" "OTHER" "1" "WHI2" "S. cerevisiae" "WHIskey" "1461" "YOR043W" "S000005569" "ORF"
"P38624" "OTHER" "1" "PRE3" "S. cerevisiae" "PRoteinase yscE" "764" "YJL001W" "S000003538" "ORF"
"Q04991" "OTHER" "1" "FMP42" "S. cerevisiae" "Found in Mitochondrial Proteome" "1515" "YMR221C" "S000004834" "ORF"
"P53332" "OTHER" "1" "CAB4" "S. cerevisiae" "Coenzyme A Biosynthesis" "918" "YGR277C" "S000003509" "ORF"
"P53960" "OTHER" "1" "" "S. cerevisiae" "" "1371" "YNL040W" "S000004985" "ORF"
"P11075" "OTHER" "1" "SEC7" "S. cerevisiae" "SECretory" "6030" "YDR170C" "S000002577" "ORF"
"P53881" "OTHER" "1" "MRPL22" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "930" "YNL177C" "S000005121" "ORF"
"P38880" "OTHER" "1" "MDM31" "S. cerevisiae" "Mitochondrial Distribution and Morphology" "1740" "YHR194W" "S000001237" "ORF"
"P53251" "OTHER" "1" "SLX9" "S. cerevisiae" "" "633" "YGR081C" "S000003313" "ORF"
"Q04847" "OTHER" "1" "ROY1" "S. cerevisiae" "Repressor Of Ypt52" "1662" "YMR258C" "S000004871" "ORF"
"P15315" "OTHER" "1" "CUP2" "S. cerevisiae" "" "678" "YGL166W" "S000003134" "ORF"
"P38636" "OTHER" "1" "ATX1" "S. cerevisiae" "AnTioXidant" "222" "YNL259C" "S000005203" "ORF"
"P39102" "OTHER" "1" "XDJ1" "S. cerevisiae" "" "1380" "YLR090W" "S000004080" "ORF"
"P35196" "OTHER" "1" "RER2" "S. cerevisiae" "Retention in the Endoplasmic Reticulum" "861" "YBR002C" "S000000206" "ORF"
"Q12420" "OTHER" "1" "SNU66" "S. cerevisiae" "Small NUclear ribonucleoprotein associated" "1764" "YOR308C" "S000005835" "ORF"
"Q08054" "OTHER" "1" "CSI2" "S. cerevisiae" "Chitin Synthesis Involved" "1026" "YOL007C" "S000005367" "ORF"
"Q12057" "OTHER" "1" "PIN2" "S. cerevisiae" "Psi+ INducibility" "849" "YOR104W" "S000005630" "ORF"
"Q12443" "OTHER" "1" "RTN2" "S. cerevisiae" "ReTiculoN-like" "1182" "YDL204W" "S000002363" "ORF"
"P32467" "OTHER" "1" "HXT4" "S. cerevisiae" "HeXose Transporter" "1731" "YHR092C" "S000001134" "ORF"
"P38430" "OTHER" "1" "" "S. cerevisiae" "" "942" "YMR262W" "S000004875" "ORF"
"Q08273" "OTHER" "1" "HRT1" "S. cerevisiae" "High level expression Reduces Ty3 transposition" "366" "YOL133W" "S000005493" "ORF"
"P38620" "OTHER" "1" "PRS2" "S. cerevisiae" "PhosphoRibosylpyrophosphate Synthetase" "957" "YER099C" "S000000901" "ORF"
"O13516" "OTHER" "1" "RPS9A" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "1095" "YPL081W" "S000006002" "ORF"
"P53961" "OTHER" "1" "GPI15" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "764" "YNL038W" "S000004983" "ORF"
"P38281" "OTHER" "1" "APD1" "S. cerevisiae" "Actin Patches Distal" "951" "YBR151W" "S000000355" "ORF"
"Q12395" "OTHER" "1" "DCN1" "S. cerevisiae" "Defective in Cullin Neddylation" "904" "YLR128W" "S000004118" "ORF"
"Q06543" "OTHER" "1" "GPN3" "S. cerevisiae" "Gly-Pro-Asn (N) motif" "819" "YLR243W" "S000004233" "ORF"
"P32316" "OTHER" "1" "ACH1" "S. cerevisiae" "Acetyl CoA Hydrolase" "1581" "YBL015W" "S000000111" "ORF"
"P53333" "OTHER" "1" "CWC22" "S. cerevisiae" "Complexed With Cef1p" "1734" "YGR278W" "S000003510" "ORF"
"P43634" "OTHER" "1" "CHA4" "S. cerevisiae" "Catabolism of Hydroxy Amino acids" "1947" "YLR098C" "S000004088" "ORF"
"P22215" "OTHER" "1" "SLY41" "S. cerevisiae" "Suppressor of Loss of Ypt1" "1362" "YOR307C" "S000005834" "ORF"
"P35207" "OTHER" "1" "SKI2" "S. cerevisiae" "SuperKIller" "3864" "YLR398C" "S000004390" "ORF"
"Q12449" "OTHER" "1" "AHA1" "S. cerevisiae" "Activator of Heat shock protein 90 ATPase" "1053" "YDR214W" "S000002622" "ORF"
"P25299" "OTHER" "1" "RNA15" "S. cerevisiae" "poly(A) mRNA metabolism" "891" "YGL044C" "S000003012" "ORF"
"P28263" "OTHER" "1" "UBC8" "S. cerevisiae" "UBiquitin-Conjugating" "780" "YEL012W" "S000000738" "ORF"
"Q12181" "OTHER" "1" "TAH18" "S. cerevisiae" "Top1T722A mutant Hypersensitive" "1872" "YPR048W" "S000006252" "ORF"
"P39709" "OTHER" "1" "SEO1" "S. cerevisiae" "Suppressor of sulfoxyde EthiOnine resistance" "1782" "YAL067C" "S000000062" "ORF"
"Q06677" "OTHER" "1" "SWA2" "S. cerevisiae" "Synthetic lethal With Arf1" "2007" "YDR320C" "S000002728" "ORF"
"P39929" "OTHER" "1" "SNF7" "S. cerevisiae" "Sucrose NonFermenting" "723" "YLR025W" "S000004015" "ORF"
"P39003" "OTHER" "1" "HXT6" "S. cerevisiae" "HeXose Transporter" "1713" "YDR343C" "S000002751" "ORF"
"P38216" "OTHER" "1" "" "S. cerevisiae" "" "387" "YBR016W" "S000000220" "ORF"
"Q03860" "OTHER" "1" "TVP15" "S. cerevisiae" "Tlg2-Vesicle Protein" "432" "YDR100W" "S000002507" "ORF"
"P33327" "OTHER" "1" "GDH2" "S. cerevisiae" "Glutamate DeHydrogenase" "3279" "YDL215C" "S000002374" "ORF"
"P21243" "OTHER" "1" "SCL1" "S. cerevisiae" "Suppressor of Crl3 ts Lethality" "759" "YGL011C" "S000002979" "ORF"
"Q12184" "OTHER" "1" "YAH1" "S. cerevisiae" "Yeast Adrenodoxin Homolog" "519" "YPL252C" "S000006173" "ORF"
"P53179" "OTHER" "1" "RIM8" "S. cerevisiae" "Regulator of IME2" "1629" "YGL045W" "S000003013" "ORF"
"P39001" "OTHER" "1" "UME6" "S. cerevisiae" "Unscheduled Meiotic gene Expression" "2511" "YDR207C" "S000002615" "ORF"
"P32476" "OTHER" "1" "ERG1" "S. cerevisiae" "ERGosterol biosynthesis" "1491" "YGR175C" "S000003407" "ORF"
"P32330" "OTHER" "1" "DGR2" "S. cerevisiae" "2-Deoxy-Glucose Resistant 2" "2559" "YKL121W" "S000001604" "ORF"
"P36097" "OTHER" "1" "TTI1" "S. cerevisiae" "Two Tel2-Interacting protein" "3117" "YKL033W" "S000001516" "ORF"
"Q06032" "OTHER" "1" "CST9" "S. cerevisiae" "Chromosome STability" "1449" "YLR394W" "S000004386" "ORF"
"P34110" "OTHER" "1" "VPS35" "S. cerevisiae" "Vacuolar Protein Sorting" "2835" "YJL154C" "S000003690" "ORF"
"Q02554" "OTHER" "1" "CUS1" "S. cerevisiae" "Cold sensitive U2 snRNA Suppressor" "1311" "YMR240C" "S000004853" "ORF"
"Q00402" "OTHER" "1" "NUM1" "S. cerevisiae" "NUclear Migration" "8247" "YDR150W" "S000002557" "ORF"
"P39004" "OTHER" "1" "HXT7" "S. cerevisiae" "HeXose Transporter" "1713" "YDR342C" "S000002750" "ORF"
"Q07959" "OTHER" "1" "IZH3" "S. cerevisiae" "Implicated in Zinc Homeostasis" "1632" "YLR023C" "S000004013" "ORF"
"P38810" "OTHER" "1" "SFB3" "S. cerevisiae" "Sed Five Binding" "2790" "YHR098C" "S000001140" "ORF"
"P53331" "OTHER" "1" "RNH70" "S. cerevisiae" "RNase H" "1662" "YGR276C" "S000003508" "ORF"
"P38217" "OTHER" "1" "KAP104" "S. cerevisiae" "KAryoPherin" "2757" "YBR017C" "S000000221" "ORF"
"P06782" "OTHER" "1" "SNF1" "S. cerevisiae" "Sucrose NonFermenting" "1902" "YDR477W" "S000002885" "ORF"
"Q06676" "OTHER" "1" "YFT2" "S. cerevisiae" "" "825" "YDR319C" "S000002727" "ORF"
"P13298" "OTHER" "1" "URA5" "S. cerevisiae" "URAcil requiring" "681" "YML106W" "S000004574" "ORF"
"P36024" "OTHER" "1" "SIS2" "S. cerevisiae" "SIt4 Suppressor" "1689" "YKR072C" "S000001780" "ORF"
"P00942" "OTHER" "1" "TPI1" "S. cerevisiae" "Triose-Phosphate Isomerase" "747" "YDR050C" "S000002457" "ORF"
"P40445" "OTHER" "1" "SOA1" "S. cerevisiae" "SulfOnAte transport" "1629" "YIL166C" "S000001428" "ORF"
"Q08208" "OTHER" "1" "NOP12" "S. cerevisiae" "NucleOlar Protein" "1380" "YOL041C" "S000005401" "ORF"
"P15565" "OTHER" "1" "TRM1" "S. cerevisiae" "tRNA Methyltransferase" "1713" "YDR120C" "S000002527" "ORF"
"P53250" "OTHER" "1" "TWF1" "S. cerevisiae" "TWinFilin" "999" "YGR080W" "S000003312" "ORF"
"Q06675" "OTHER" "1" "MCM21" "S. cerevisiae" "MiniChromosome Maintenance" "1190" "YDR318W" "S000002726" "ORF"
"P36096" "OTHER" "1" "TUL1" "S. cerevisiae" "Transmembrane Ubiquitin Ligase" "2277" "YKL034W" "S000001517" "ORF"
"P49687" "OTHER" "1" "NUP145" "S. cerevisiae" "NUclear Pore" "3954" "YGL092W" "S000003060" "ORF"
"P16861" "OTHER" "1" "PFK1" "S. cerevisiae" "PhosphoFructoKinase" "2964" "YGR240C" "S000003472" "ORF"
"Q03941" "OTHER" "1" "CAB5" "S. cerevisiae" "" "726" "YDR196C" "S000002604" "ORF"
"P28778" "OTHER" "1" "MRP17" "S. cerevisiae" "Mitochondrial Ribosomal Protein" "396" "YKL003C" "S000001486" "ORF"
"P38883" "OTHER" "1" "RIX1" "S. cerevisiae" "RIbosome eXport" "2292" "YHR197W" "S000001240" "ORF"
"P32643" "OTHER" "1" "TMT1" "S. cerevisiae" "Trans-aconitate MethylTransferase" "900" "YER175C" "S000000977" "ORF"
"O13577" "OTHER" "1" "DIF1" "S. cerevisiae" "Damage-regulated Import Facilitator" "402" "YLR437C" "S000004429" "ORF"
"P38283" "OTHER" "1" "SLI15" "S. cerevisiae" "Synthetically Lethal with Ipl1" "2097" "YBR156C" "S000000360" "ORF"
"P04801" "OTHER" "1" "THS1" "S. cerevisiae" "THreonyl tRNA Synthetase" "2205" "YIL078W" "S000001340" "ORF"
"Q12417" "OTHER" "1" "PRP46" "S. cerevisiae" "Pre-mRNA Processing" "1356" "YPL151C" "S000006072" "ORF"
"Q02199" "OTHER" "1" "NUP49" "S. cerevisiae" "NUclear Pore" "1419" "YGL172W" "S000003140" "ORF"
"P27654" "OTHER" "1" "TIP1" "S. cerevisiae" "Temperature shock-Inducible Protein" "633" "YBR067C" "S000000271" "ORF"
"P08465" "OTHER" "1" "MET2" "S. cerevisiae" "METhionine requiring" "1461" "YNL277W" "S000005221" "ORF"
"P12689" "OTHER" "1" "REV1" "S. cerevisiae" "REVersionless" "2958" "YOR346W" "S000005873" "ORF"
"P40446" "OTHER" "1" "" "S. cerevisiae" "" "360" "YIL165C" "S000001427" "ORF"
"P07213" "OTHER" "1" "TOM70" "S. cerevisiae" "Translocase of the Outer Mitochondrial membrane" "1854" "YNL121C" "S000005065" "ORF"
"P39079" "OTHER" "1" "CCT6" "S. cerevisiae" "Chaperonin Containing TCP-1" "1641" "YDR188W" "S000002596" "ORF"
"P53177" "OTHER" "1" "TYW3" "S. cerevisiae" "Trna-YW synthesizing protein" "822" "YGL050W" "S000003018" "ORF"
"P35187" "OTHER" "1" "SGS1" "S. cerevisiae" "Slow Growth Suppressor" "4344" "YMR190C" "S000004802" "ORF"
"Q12273" "OTHER" "1" "" "S. cerevisiae" "" "" "YOL103W-B" "S000007350" "TransposableElementGene"
"P38811" "OTHER" "1" "TRA1" "S. cerevisiae" "similar to human TRRAP" "11235" "YHR099W" "S000001141" "ORF"
"P32332" "OTHER" "1" "OAC1" "S. cerevisiae" "OxaloAcetate Carrier" "975" "YKL120W" "S000001603" "ORF"
"P38218" "OTHER" "1" "POA1" "S. cerevisiae" "Phosphatase Of ADP-ribose 1""-phosphate" "534" "YBR022W" "S000000226" "ORF"
"Q08490" "OTHER" "1" "SGO1" "S. cerevisiae" "ShuGOshin (Japanese for ""guardian spirit"")" "1773" "YOR073W" "S000005599" "ORF"
"P32584" "OTHER" "1" "STE14" "S. cerevisiae" "STErile" "720" "YDR410C" "S000002818" "ORF"
"P40525" "OTHER" "1" "RPL34B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "838" "YIL052C" "S000001314" "ORF"
"Q06541" "OTHER" "1" "ARV1" "S. cerevisiae" "ARE2 Required for Viability" "966" "YLR242C" "S000004232" "ORF"
"Q12396" "OTHER" "1" "EMP46" "S. cerevisiae" "" "1335" "YLR080W" "S000004070" "ORF"
"Q06709" "OTHER" "1" "REH1" "S. cerevisiae" "REI1 Homolog" "1299" "YLR387C" "S000004379" "ORF"
"P41832" "OTHER" "1" "BNI1" "S. cerevisiae" "Bud Neck Involved" "5862" "YNL271C" "S000005215" "ORF"
"Q12473" "OTHER" "1" "FRE6" "S. cerevisiae" "Ferric REductase" "2139" "YLL051C" "S000003974" "ORF"
